,CPU Name,CPU Mark (higher is better),Rank (lower is better),CPU Value (higher is better),Price (USD)
3070,Intel Core Ultra 5 125U,17567,908,48.39,$363.00*
3071,Intel Core Ultra 5 134U,12667,1187,38.16,$332.00*
3072,Intel Core Ultra 5 135H,22457,654,,
3073,Intel Core Ultra 5 135U,17478,916,,
3074,Intel Core Ultra 5 225,30695,394,129.92,$236.26
3075,Intel Core Ultra 5 225F,31121,385,137.55,$226.26
3076,Intel Core Ultra 5 225H,29861,414,,
3077,Intel Core Ultra 5 225T,23640,602,,
3078,Intel Core Ultra 5 225U,19014,831,,
3079,Intel Core Ultra 5 226V,18864,838,,
3080,Intel Core Ultra 5 228V,16816,948,,
3081,Intel Core Ultra 5 235,40621,264,158.06,$257.00
3082,Intel Core Ultra 5 235H,26826,498,,
3083,Intel Core Ultra 5 235T,34359,327,139.11,$247.00*
3084,Intel Core Ultra 5 235U,17512,911,52.75,$332.00*
3085,Intel Core Ultra 5 236V,19156,820,47.53,$403.00*
3086,Intel Core Ultra 5 238V,18632,851,41.04,$454.00*
3087,Intel Core Ultra 5 245,38104,289,,
3088,Intel Core Ultra 5 245K,43584,242,155.66,$279.99
3089,Intel Core Ultra 5 245KF,43604,241,153.0,$284.99
3090,Intel Core Ultra 5 245T,31370,380,116.19,$270.00*
3091,Intel Core Ultra 7 155H,24954,555,49.61,$503.00*
3092,Intel Core Ultra 7 155U,16471,961,33.61,$490.00*
3093,Intel Core Ultra 7 164U,13279,1143,,
3094,Intel Core Ultra 7 165H,26036,523,,
3095,Intel Core Ultra 7 165U,17162,934,,
3096,Intel Core Ultra 7 255H,30197,403,,
3097,Intel Core Ultra 7 255HX,54512,158,,
3098,Intel Core Ultra 7 255U,19314,815,,
3099,Intel Core Ultra 7 256V,20026,782,,
3100,Intel Core Ultra 7 258V,19202,818,,
3101,Intel Core Ultra 7 265,49098,192,133.14,$368.78
3102,Intel Core Ultra 7 265F,49284,188,145.9,$337.79
3103,Intel Core Ultra 7 265H,33808,337,,
3104,Intel Core Ultra 7 265HX,46443,209,,
3105,Intel Core Ultra 7 265K,58799,125,198.63,$296.02
3106,Intel Core Ultra 7 265KF,58886,124,196.29,$299.99
3107,Intel Core Ultra 7 265T,36535,304,,
3108,Intel Core Ultra 7 265U,19063,827,,
3109,Intel Core Ultra 7 266V,20410,758,39.25,$520.00*
3110,Intel Core Ultra 7 268V,20173,776,,
3111,Intel Core Ultra 9 185H,29409,423,,
3112,Intel Core Ultra 9 275HX,55756,152,,
3113,Intel Core Ultra 9 285,56327,150,95.47,$589.99
3114,Intel Core Ultra 9 285H,32926,352,50.58,$651.00*
3115,Intel Core Ultra 9 285HX,60438,110,,
3116,Intel Core Ultra 9 285K,67813,81,115.13,$588.99
3117,Intel Core Ultra 9 285T,37308,297,67.96,$549.00*
3118,Intel Core Ultra 9 288V,20400,759,,
3119,Intel Core2 Duo E4300 @ 1.80GHz,588,4501,15.08,$39.00*
3120,Intel Core2 Duo E4400 @ 2.00GHz,737,4325,36.89,$19.99*
3121,Intel Core2 Duo E4500 @ 2.20GHz,743,4317,67.52,$11.00*
3122,Intel Core2 Duo E4600 @ 2.40GHz,875,4161,5.54,$157.95*
3123,Intel Core2 Duo E4700 @ 2.60GHz,987,4045,36.57,$26.99*
3124,Intel Core2 Duo E6300 @ 1.86GHz,652,4433,7.24,$89.95*
3125,Intel Core2 Duo E6320 @ 1.86GHz,717,4351,17.94,$39.99*
3126,Intel Core2 Duo E6400 @ 2.13GHz,774,4279,25.86,$29.94*
3127,Intel Core2 Duo E6420 @ 2.13GHz,752,4303,18.79,$39.99*
3128,Intel Core2 Duo E6540 @ 2.33GHz,808,4231,,
3129,Intel Core2 Duo E6550 @ 2.33GHz,909,4125,68.34,$13.30*
3130,Intel Core2 Duo E6600 @ 2.40GHz,942,4089,53.98,$17.46*
3131,Intel Core2 Duo E6700 @ 2.66GHz,975,4055,32.51,$29.99*
3132,Intel Core2 Duo E6750 @ 2.66GHz,1022,4007,99.23,$10.30*
3133,Intel Core2 Duo E6850 @ 3.00GHz,1159,3864,22.63,$51.20*
3134,Intel Core2 Duo E7200 @ 2.53GHz,991,4040,21.09,$47.00*
3135,Intel Core2 Duo E7300 @ 2.66GHz,948,4084,18.97,$49.96*
3136,Intel Core2 Duo E7400 @ 2.80GHz,1038,3991,21.19,$48.99*
3137,Intel Core2 Duo E7500 @ 2.93GHz,1150,3876,7.72,$149.00*
3138,Intel Core2 Duo E7600 @ 3.06GHz,1144,3880,9.54,$119.95*
3139,Intel Core2 Duo E8135 @ 2.40GHz,973,4056,,
3140,Intel Core2 Duo E8135 @ 2.66GHz,1112,3906,,
3141,Intel Core2 Duo E8200 @ 2.66GHz,1140,3886,15.0,$75.99*
3142,Intel Core2 Duo E8235 @ 2.80GHz,1020,4014,,
3143,Intel Core2 Duo E8290 @ 2.83GHz,1408,3647,,
3144,Intel Core2 Duo E8300 @ 2.83GHz,1019,4015,50.99,$19.99*
3145,Intel Core2 Duo E8335 @ 2.66GHz,1121,3899,,
3146,Intel Core2 Duo E8335 @ 2.93GHz,1060,3969,,
3147,Intel Core2 Duo E8400 @ 3.00GHz,1210,3807,52.56,$23.03
3148,Intel Core2 Duo E8435 @ 3.06GHz,1104,3914,18.41,$59.99*
3149,Intel Core2 Duo E8500 @ 3.16GHz,1293,3732,11.76,$109.95*
3150,Intel Core2 Duo E8600 @ 3.33GHz,1364,3678,13.78,$98.95*
3151,Intel Core2 Duo L7100 @ 1.20GHz,467,4641,,
3152,Intel Core2 Duo L7300 @ 1.40GHz,536,4571,,
3153,Intel Core2 Duo L7400 @ 1.50GHz,516,4594,,
3154,Intel Core2 Duo L7500 @ 1.60GHz,657,4425,,
3155,Intel Core2 Duo L7700 @ 1.80GHz,677,4399,,
3156,Intel Core2 Duo L7800 @ 2.00GHz,680,4398,,
3157,Intel Core2 Duo L9300 @ 1.60GHz,690,4384,,
3158,Intel Core2 Duo L9600 @ 2.13GHz,788,4262,,
3159,Intel Core2 Duo P7350 @ 2.00GHz,726,4340,36.33,$19.99*
3160,Intel Core2 Duo P7370 @ 2.00GHz,790,4258,,
3161,Intel Core2 Duo P7450 @ 2.13GHz,793,4254,19.82,$39.99*
3162,Intel Core2 Duo P7550 @ 2.26GHz,830,4215,3.61,$229.99*
3163,Intel Core2 Duo P7570 @ 2.26GHz,870,4166,,
3164,Intel Core2 Duo P8400 @ 2.26GHz,865,4173,2.91,$297.01*
3165,Intel Core2 Duo P8600 @ 2.40GHz,855,4182,17.38,$49.18*
3166,Intel Core2 Duo P8700 @ 2.53GHz,947,4086,11.15,$84.95*
3167,Intel Core2 Duo P8800 @ 2.66GHz,937,4092,16.44,$56.99*
3168,Intel Core2 Duo P9300 @ 2.26GHz,952,4082,,
3169,Intel Core2 Duo P9500 @ 2.53GHz,993,4038,0.99,$998.99*
3170,Intel Core2 Duo P9600 @ 2.53GHz,1040,3989,46.23,$22.50*
3171,Intel Core2 Duo P9600 @ 2.66GHz,1093,3922,,
3172,Intel Core2 Duo P9700 @ 2.80GHz,1178,3846,,
3173,Intel Core2 Duo SL9400 @ 1.86GHz,759,4293,3.0,$253.00*
3174,Intel Core2 Duo SP9400 @ 2.40GHz,870,4165,3.06,$284.00*
3175,Intel Core2 Duo SU9400 @ 1.40GHz,521,4585,,
3176,Intel Core2 Duo T5200 @ 1.60GHz,470,4636,,
3177,Intel Core2 Duo T5250 @ 1.50GHz,556,4543,6.18,$89.95*
3178,Intel Core2 Duo T5270 @ 1.40GHz,427,4676,,
3179,Intel Core2 Duo T5300 @ 1.73GHz,530,4579,,
3180,Intel Core2 Duo T5450 @ 1.66GHz,583,4509,,
3181,Intel Core2 Duo T5470 @ 1.60GHz,590,4499,,
3182,Intel Core2 Duo T5500 @ 1.66GHz,567,4526,,
3183,Intel Core2 Duo T5550 @ 1.83GHz,638,4446,,
3184,Intel Core2 Duo T5600 @ 1.83GHz,675,4401,,
3185,Intel Core2 Duo T5670 @ 1.80GHz,620,4465,,
3186,Intel Core2 Duo T5750 @ 2.00GHz,710,4358,71.04,$9.99*
3187,Intel Core2 Duo T5800 @ 2.00GHz,637,4448,,
3188,Intel Core2 Duo T5850 @ 2.16GHz,721,4345,25.96,$27.79*
3189,Intel Core2 Duo T5870 @ 2.00GHz,705,4362,,
3190,Intel Core2 Duo T5900 @ 2.20GHz,652,4432,,
3191,Intel Core2 Duo T6400 @ 2.00GHz,731,4333,48.79,$14.99*
3192,Intel Core2 Duo T6500 @ 2.10GHz,744,4315,49.62,$14.99*
3193,Intel Core2 Duo T6570 @ 2.10GHz,774,4278,20.11,$38.50*
3194,Intel Core2 Duo T6600 @ 2.20GHz,799,4245,19.99,$39.97*
3195,Intel Core2 Duo T6670 @ 2.20GHz,832,4212,,
3196,Intel Core2 Duo T7100 @ 1.80GHz,599,4487,39.94,$14.99*
3197,Intel Core2 Duo T7200 @ 2.00GHz,735,4329,8.18,$89.95
3198,Intel Core2 Duo T7250 @ 2.00GHz,697,4373,3.46,$201.48*
3199,Intel Core2 Duo T7300 @ 2.00GHz,693,4378,7.71,$89.95*
3200,Intel Core2 Duo T7400 @ 2.16GHz,765,4285,5.1,$149.95*
3201,Intel Core2 Duo T7500 @ 2.20GHz,836,4207,14.17,$59.00*
3202,Intel Core2 Duo T7600 @ 2.33GHz,791,4256,7.92,$99.95*
3203,Intel Core2 Duo T7700 @ 2.40GHz,943,4088,7.25,$129.95
3204,Intel Core2 Duo T7800 @ 2.60GHz,905,4129,1.49,$607.99*
3205,Intel Core2 Duo T8100 @ 2.10GHz,779,4273,9.99,$77.99*
3206,Intel Core2 Duo T8300 @ 2.40GHz,902,4134,8.28,$108.95*
3207,Intel Core2 Duo T9300 @ 2.50GHz,981,4050,10.33,$94.95*
3208,Intel Core2 Duo T9400 @ 2.53GHz,1003,4030,28.69,$34.95*
3209,Intel Core2 Duo T9500 @ 2.60GHz,1041,3988,9.63,$108.02*
3210,Intel Core2 Duo T9550 @ 2.66GHz,989,4043,3.31,$298.95*
3211,Intel Core2 Duo T9600 @ 2.80GHz,1080,3943,19.65,$54.95*
3212,Intel Core2 Duo T9800 @ 2.93GHz,1193,3828,2.81,$423.89*
3213,Intel Core2 Duo T9900 @ 3.06GHz,1199,3820,3.0,$398.95*
3214,Intel Core2 Duo U7300 @ 1.30GHz,537,4569,,
3215,Intel Core2 Duo U7500 @ 1.06GHz,392,4726,,
3216,Intel Core2 Duo U7600 @ 1.20GHz,347,4772,,
3217,Intel Core2 Duo U7700 @ 1.33GHz,420,4683,,
3218,Intel Core2 Duo U9300 @ 1.20GHz,447,4658,,
3219,Intel Core2 Duo U9600 @ 1.60GHz,587,4503,,
3220,Intel Core2 Extreme Q6800 @ 2.93GHz,2145,3147,1.91,"$1,125.00*"
3221,Intel Core2 Extreme Q6850 @ 3.00GHz,2242,3094,1.5,"$1,495.95*"
3222,Intel Core2 Extreme Q9200 @ 2.40GHz,2011,3230,,
3223,Intel Core2 Extreme Q9300 @ 2.53GHz,1993,3242,,
3224,Intel Core2 Extreme X6800 @ 2.93GHz,1095,3920,4.15,$263.64*
3225,Intel Core2 Extreme X7800 @ 2.60GHz,1138,3888,,
3226,Intel Core2 Extreme X7900 @ 2.80GHz,1104,3913,6.91,$159.95*
3227,Intel Core2 Extreme X9000 @ 2.80GHz,1099,3918,2.68,$409.95*
3228,Intel Core2 Extreme X9100 @ 3.06GHz,1181,3841,1.39,$851.00*
3229,Intel Core2 Extreme X9650 @ 3.00GHz,2381,3004,2.77,$859.99*
3230,Intel Core2 Extreme X9750 @ 3.16GHz,2348,3023,,
3231,Intel Core2 Extreme X9770 @ 3.20GHz,2689,2823,1.67,"$1,608.95*"
3232,Intel Core2 Extreme X9775 @ 3.20GHz,2780,2775,1.54,"$1,805.95*"
3233,Intel Core2 Quad Q6600 @ 2.40GHz,1835,3345,20.4,$89.95*
3234,Intel Core2 Quad Q6700 @ 2.66GHz,2096,3174,16.13,$129.95*
3235,Intel Core2 Quad Q8200 @ 2.33GHz,1788,3382,27.94,$63.99*
3236,Intel Core2 Quad Q8300 @ 2.50GHz,1906,3294,24.1,$79.10
3237,Intel Core2 Quad Q8400 @ 2.66GHz,2070,3193,16.06,$128.88*
3238,Intel Core2 Quad Q9000 @ 2.00GHz,1586,3516,13.13,$120.79*
3239,Intel Core2 Quad Q9100 @ 2.26GHz,1806,3367,4.68,$385.89*
3240,Intel Core2 Quad Q9300 @ 2.50GHz,1996,3239,52.47,$38.04*
3241,Intel Core2 Quad Q9400 @ 2.66GHz,2152,3145,85.91,$25.05*
3242,Intel Core2 Quad Q9450 @ 2.66GHz,2190,3123,61.34,$35.70*
3243,Intel Core2 Quad Q9500 @ 2.83GHz,2246,3089,45.83,$49.01*
3244,Intel Core2 Quad Q9505 @ 2.83GHz,2171,3135,43.43,$49.99*
3245,Intel Core2 Quad Q9550 @ 2.83GHz,2349,3021,14.59,$161.00
3246,Intel Core2 Quad Q9650 @ 3.00GHz,2487,2937,13.09,$189.95*
3247,Intel Core2 Solo U2100 @ 1.06GHz,233,4950,,
3248,Intel Core2 Solo U3500 @ 1.40GHz,272,4890,,
3249,Intel CoreT i5-1350P,19429,808,,
3250,Intel CoreTM Ultra 5 115U,12771,1179,,
3251,Intel N100,5401,2016,42.2,$128.00*
3252,Intel N150,5549,1985,,
3253,Intel N200,4885,2120,25.31,$193.00*
3254,Intel N250,5050,2093,,
3255,Intel N50,2673,2835,,
3256,Intel N95,5359,2023,,
3257,Intel N97,5629,1959,43.97,$128.00*
3258,Intel Pentium 1403 @ 2.60GHz,1851,3330,,
3259,Intel Pentium 1403 v2 @ 2.60GHz,2284,3056,,
3260,Intel Pentium 2020M @ 2.40GHz,1401,3656,10.46,$134.00*
3261,Intel Pentium 2030M @ 2.50GHz,1389,3662,10.36,$134.00*
3262,Intel Pentium 2117U @ 1.80GHz,1022,4009,7.63,$134.00*
3263,Intel Pentium 2127U @ 1.90GHz,1070,3956,7.99,$134.00*
3264,Intel Pentium 2129Y @ 1.10GHz,587,4504,4.38,$134.00*
3265,Intel Pentium 3550M @ 2.30GHz,1282,3742,5.94,$215.92*
3266,Intel Pentium 3556U @ 1.70GHz,1068,3961,,
3267,Intel Pentium 3558U @ 1.70GHz,1047,3983,,
3268,Intel Pentium 3560M @ 2.40GHz,1345,3691,35.41,$37.99*
3269,Intel Pentium 3560Y @ 1.20GHz,887,4146,,
3270,Intel Pentium 3805U @ 1.90GHz,1194,3827,,
3271,Intel Pentium 3825U @ 1.90GHz,1401,3655,,
3272,Intel Pentium 4 1.50GHz,86,5132,,
3273,Intel Pentium 4 1.60GHz,84,5133,,
3274,Intel Pentium 4 1.70GHz,86,5131,,
3275,Intel Pentium 4 1.80GHz,115,5115,,
3276,Intel Pentium 4 1.90GHz,104,5122,,
3277,Intel Pentium 4 1300MHz,77,5137,,
3278,Intel Pentium 4 1400MHz,83,5134,,
3279,Intel Pentium 4 1500MHz,81,5135,,
3280,Intel Pentium 4 1700MHz,100,5125,1.18,$84.99*
3281,Intel Pentium 4 1800MHz,114,5117,,
3282,Intel Pentium 4 2.00GHz,133,5092,,
3283,Intel Pentium 4 2.20GHz,157,5060,,
3284,Intel Pentium 4 2.26GHz,151,5070,,
3285,Intel Pentium 4 2.40GHz,131,5095,,
3286,Intel Pentium 4 2.50GHz,160,5055,,
3287,Intel Pentium 4 2.53GHz,162,5053,,
3288,Intel Pentium 4 2.60GHz,215,4975,,
3289,Intel Pentium 4 2.66GHz,157,5059,,
3290,Intel Pentium 4 2.80GHz,237,4947,,
3291,Intel Pentium 4 2.93GHz,150,5071,,
3292,Intel Pentium 4 3.00GHz,309,4839,,
3293,Intel Pentium 4 3.06GHz,249,4923,,
3294,Intel Pentium 4 3.20GHz,328,4811,,
3295,Intel Pentium 4 3.40GHz,298,4852,,
3296,Intel Pentium 4 3.46GHz,295,4855,,
3297,Intel Pentium 4 3.60GHz,315,4828,,
3298,Intel Pentium 4 3.73GHz,385,4735,,
3299,Intel Pentium 4 3.80GHz,356,4765,,
3300,Intel Pentium 4 3.83GHz,154,5065,,
3301,Intel Pentium 4 Mobile 1.60GHz,116,5113,,
3302,Intel Pentium 4 Mobile 1.80GHz,114,5116,,
3303,Intel Pentium 4 Mobile 1.90GHz,136,5089,,
3304,Intel Pentium 4 Mobile 2.00GHz,132,5094,,
3305,Intel Pentium 4405U @ 2.10GHz,2116,3164,,
3306,Intel Pentium 4405Y @ 1.50GHz,1526,3568,,
3307,Intel Pentium 4410Y @ 1.50GHz,1424,3637,2.32,$615.00
3308,Intel Pentium 4415U @ 2.30GHz,2247,3088,,
3309,Intel Pentium 4415Y @ 1.60GHz,1576,3524,9.79,$161.00*
3310,Intel Pentium 4417U @ 2.30GHz,2254,3079,14.0,$161.00*
3311,Intel Pentium 4425Y @ 1.70GHz,1688,3446,10.48,$161.00*
3312,Intel Pentium 5405U @ 2.30GHz,2244,3091,13.94,$161.00*
3313,Intel Pentium 6405U @ 2.40GHz,2356,3017,14.64,$161.00*
3314,Intel Pentium 6805 @ 1.10GHz,4424,2206,27.48,$161.00*
3315,Intel Pentium 957 @ 1.20GHz,622,4462,4.64,$134.00*
3316,Intel Pentium 967 @ 1.30GHz,643,4443,,
3317,Intel Pentium 987 @ 1.50GHz,696,4375,,
3318,Intel Pentium 997 @ 1.60GHz,809,4229,,
3319,Intel Pentium A1018 @ 2.10GHz,1210,3809,,
3320,Intel Pentium A1020 @ 2.41GHz,1249,3774,,
3321,Intel Pentium B940 @ 2.00GHz,882,4150,9.8,$89.95
3322,Intel Pentium B950 @ 2.10GHz,1021,4012,,
3323,Intel Pentium B960 @ 2.20GHz,1004,4029,25.97,$38.68*
3324,Intel Pentium B970 @ 2.30GHz,1087,3934,21.32,$50.99*
3325,Intel Pentium B980 @ 2.40GHz,1088,3933,30.38,$35.81*
3326,Intel Pentium D 3.40GHz,782,4270,,
3327,Intel Pentium D 805 @ 2.66GHz,374,4751,,
3328,Intel Pentium D 830 @ 3.00GHz,572,4519,,
3329,Intel Pentium D 915 @ 2.80GHz,459,4648,,
3330,Intel Pentium D 940 @ 3.20GHz,552,4548,,
3331,Intel Pentium D 950 @ 3.40GHz,681,4392,,
3332,Intel Pentium D 960 @ 3.60GHz,807,4233,,
3333,Intel Pentium D1508 @ 2.20GHz,3240,2580,25.12,$129.00*
3334,Intel Pentium Dual T2390 @ 1.86GHz,745,4314,,
3335,Intel Pentium E2140 @ 1.60GHz,538,4565,5.18,$103.95
3336,Intel Pentium E2160 @ 1.80GHz,659,4421,13.46,$49.00
3337,Intel Pentium E2180 @ 2.00GHz,680,4395,34.88,$19.50
3338,Intel Pentium E2200 @ 2.20GHz,745,4313,29.81,$25.00*
3339,Intel Pentium E2210 @ 2.20GHz,702,4368,,
3340,Intel Pentium E2220 @ 2.40GHz,855,4181,65.82,$12.99
3341,Intel Pentium E5200 @ 2.50GHz,932,4099,20.72,$45.00
3342,Intel Pentium E5300 @ 2.60GHz,926,4106,11.66,$79.40
3343,Intel Pentium E5400 @ 2.70GHz,995,4035,11.74,$84.75*
3344,Intel Pentium E5500 @ 2.80GHz,1055,3974,65.95,$15.99*
3345,Intel Pentium E5700 @ 3.00GHz,1088,3931,72.61,$14.99*
3346,Intel Pentium E5800 @ 3.20GHz,1182,3838,14.79,$79.95
3347,Intel Pentium E6300 @ 2.80GHz,1032,3997,19.51,$52.93
3348,Intel Pentium E6500 @ 2.93GHz,1176,3847,34.59,$34.00
3349,Intel Pentium E6600 @ 3.06GHz,1168,3854,7.79,$149.95*
3350,Intel Pentium E6700 @ 3.20GHz,1217,3803,17.39,$69.95*
3351,Intel Pentium E6800 @ 3.33GHz,1155,3869,46.31,$24.95*
3352,Intel Pentium Extreme Edition 955 @ 3.46GHz,469,4637,15.02,$31.23*
3353,Intel Pentium Extreme Edition 965 @ 3.73GHz,987,4044,,
3354,Intel Pentium G2010 @ 2.80GHz,1624,3493,70.71,$22.97*
3355,Intel Pentium G2020 @ 2.90GHz,1696,3440,48.47,$34.99
3356,Intel Pentium G2020T @ 2.50GHz,1430,3628,30.04,$47.60*
3357,Intel Pentium G2030 @ 3.00GHz,1763,3402,44.08,$39.99
3358,Intel Pentium G2030T @ 2.60GHz,1597,3511,12.24,$130.50*
3359,Intel Pentium G2100T @ 2.60GHz,1691,3443,,
3360,Intel Pentium G2120 @ 3.10GHz,1896,3304,54.18,$35.00
3361,Intel Pentium G2120T @ 2.70GHz,1613,3496,,
3362,Intel Pentium G2130 @ 3.20GHz,1917,3278,44.9,$42.69*
3363,Intel Pentium G2140 @ 3.30GHz,2092,3177,22.0,$95.10
3364,Intel Pentium G3220 @ 3.00GHz,1889,3310,34.34,$55.00*
3365,Intel Pentium G3220T @ 2.60GHz,1634,3481,81.73,$19.99*
3366,Intel Pentium G3240 @ 3.10GHz,1957,3259,67.47,$29.00
3367,Intel Pentium G3240T @ 2.70GHz,1674,3451,,
3368,Intel Pentium G3250 @ 3.20GHz,2014,3227,45.78,$44.00*
3369,Intel Pentium G3250T @ 2.80GHz,1813,3361,36.27,$49.99*
3370,Intel Pentium G3258 @ 3.20GHz,2053,3201,17.25,$119.01
3371,Intel Pentium G3260 @ 3.30GHz,2108,3168,,
3372,Intel Pentium G3260T @ 2.90GHz,1856,3326,37.13,$49.99*
3373,Intel Pentium G3320TE @ 2.30GHz,1570,3530,,
3374,Intel Pentium G3420 @ 3.20GHz,1987,3244,27.7,$71.74
3375,Intel Pentium G3420T @ 2.70GHz,1912,3283,11.95,$159.99*
3376,Intel Pentium G3430 @ 3.30GHz,2127,3158,23.09,$92.10
3377,Intel Pentium G3440 @ 3.30GHz,2202,3113,42.71,$51.55*
3378,Intel Pentium G3440T @ 2.80GHz,2107,3170,,
3379,Intel Pentium G3450 @ 3.40GHz,2182,3128,,
3380,Intel Pentium G3450T @ 2.90GHz,1904,3299,,
3381,Intel Pentium G3460 @ 3.50GHz,2233,3099,17.86,$125.00
3382,Intel Pentium G3460T @ 3.00GHz,2036,3209,,
3383,Intel Pentium G3470 @ 3.60GHz,2428,2973,7.73,$314.15*
3384,Intel Pentium G4400 @ 3.30GHz,2555,2899,98.32,$25.99
3385,Intel Pentium G4400T @ 2.90GHz,2335,3031,19.79,$118.01
3386,Intel Pentium G4400TE @ 2.40GHz,2190,3122,34.23,$64.00*
3387,Intel Pentium G4500 @ 3.50GHz,2798,2768,69.97,$39.99*
3388,Intel Pentium G4500T @ 3.00GHz,2399,2991,,
3389,Intel Pentium G4520 @ 3.60GHz,2721,2804,9.55,$285.00*
3390,Intel Pentium G4560 @ 3.50GHz,3539,2454,51.61,$68.57
3391,Intel Pentium G4560T @ 2.90GHz,2972,2699,37.16,$79.98*
3392,Intel Pentium G4600 @ 3.60GHz,3608,2437,,
3393,Intel Pentium G4600T @ 3.00GHz,3062,2657,25.95,$117.99*
3394,Intel Pentium G4620 @ 3.70GHz,3766,2383,,
3395,Intel Pentium G620 @ 2.60GHz,1220,3798,101.63,$12.00*
3396,Intel Pentium G620T @ 2.20GHz,896,4138,9.95,$90.10
3397,Intel Pentium G630 @ 2.70GHz,1352,3688,43.98,$30.74
3398,Intel Pentium G630T @ 2.30GHz,1032,3998,12.28,$84.07*
3399,Intel Pentium G640 @ 2.80GHz,1369,3674,72.04,$19.00
3400,Intel Pentium G640T @ 2.40GHz,1139,3887,12.8,$89.00
3401,Intel Pentium G645 @ 2.90GHz,1441,3619,35.16,$40.99
3402,Intel Pentium G645T @ 2.50GHz,1228,3792,5.48,$223.84*
3403,Intel Pentium G6950 @ 2.80GHz,1238,3783,32.64,$37.93
3404,Intel Pentium G6951 @ 2.80GHz,1383,3668,18.68,$74.00*
3405,Intel Pentium G6960 @ 2.93GHz,1433,3626,,
3406,Intel Pentium G840 @ 2.80GHz,1311,3720,2.55,$514.56*
3407,Intel Pentium G850 @ 2.90GHz,1475,3596,44.32,$33.29*
3408,Intel Pentium G860 @ 3.00GHz,1498,3587,21.17,$70.73
3409,Intel Pentium G870 @ 3.10GHz,1543,3554,22.81,$67.64
3410,Intel Pentium GOLD 6500Y @ 1.10GHz,3027,2667,,
3411,Intel Pentium Gold 7505 @ 2.00GHz,5194,2062,,
3412,Intel Pentium Gold 8500,5652,1952,,
3413,Intel Pentium Gold 8505,9255,1422,,
3414,Intel Pentium Gold G5400 @ 3.70GHz,3740,2397,32.33,$115.69
3415,Intel Pentium Gold G5400T @ 3.10GHz,3179,2607,53.02,$59.95
3416,Intel Pentium Gold G5420 @ 3.80GHz,3726,2398,128.49,$29.00
3417,Intel Pentium Gold G5420T @ 3.20GHz,3390,2512,52.97,$64.00*
3418,Intel Pentium Gold G5500 @ 3.80GHz,3813,2364,,
3419,Intel Pentium Gold G5500T @ 3.20GHz,3311,2547,44.14,$75.00*
3420,Intel Pentium Gold G5600 @ 3.90GHz,3833,2356,19.2,$199.69
3421,Intel Pentium Gold G5600F @ 3.90GHz,4083,2295,136.13,$29.99
3422,Intel Pentium Gold G5600T @ 3.30GHz,3496,2470,,
3423,Intel Pentium Gold G5620 @ 4.00GHz,4251,2250,,
3424,Intel Pentium Gold G6400 @ 4.00GHz,4117,2278,37.0,$111.26
3425,Intel Pentium Gold G6400E @ 3.80GHz,3908,2340,49.46,$79.00*
3426,Intel Pentium Gold G6400T @ 3.40GHz,3546,2451,55.4,$64.00*
3427,Intel Pentium Gold G6405 @ 4.10GHz,3819,2362,38.19,$99.99
3428,Intel Pentium Gold G6405T @ 3.50GHz,3095,2644,48.37,$64.00*
3429,Intel Pentium Gold G6500 @ 4.10GHz,4163,2265,66.08,$62.99*
3430,Intel Pentium Gold G6500T @ 3.50GHz,3874,2347,51.65,$75.00*
3431,Intel Pentium Gold G6505 @ 4.20GHz,4371,2222,58.28,$75.00*
3432,Intel Pentium Gold G6505T @ 3.60GHz,3698,2405,41.08,$90.00*
3433,Intel Pentium Gold G6600 @ 4.20GHz,4223,2255,17.6,$239.90*
3434,Intel Pentium Gold G6605 @ 4.30GHz,4488,2190,14.58,$307.79*
3435,Intel Pentium Gold G7400,6720,1741,74.67,$90.00
3436,Intel Pentium Gold G7400E,6134,1855,77.65,$79.00*
3437,Intel Pentium Gold G7400T,5537,1988,86.52,$64.00*
3438,Intel Pentium III 1400 @ 1400MHz,193,5009,,
3439,Intel Pentium III 1400S @ 1400MHz,194,5005,,
3440,Intel Pentium III Mobile 1066MHz,160,5054,,
3441,Intel Pentium III Mobile 1133MHz,164,5052,,
3442,Intel Pentium III Mobile 1200MHz,156,5062,,
3443,Intel Pentium III Mobile 800MHz,119,5111,1.51,$79.00*
3444,Intel Pentium III Mobile 866MHz,99,5126,9.89,$10.00*
3445,Intel Pentium J2850 @ 2.41GHz,1016,4016,,
3446,Intel Pentium J2900 @ 2.41GHz,1246,3775,,
3447,Intel Pentium J3710 @ 1.60GHz,1403,3654,,
3448,Intel Pentium J4205 @ 1.50GHz,2331,3033,,
3449,Intel Pentium J6426 @ 2.00GHz,4029,2307,50.36,$80.00*
3450,Intel Pentium M 1.10GHz,184,5022,,
3451,Intel Pentium M 1.20GHz,199,4993,,
3452,Intel Pentium M 1.30GHz,196,5000,,
3453,Intel Pentium M 1.40GHz,225,4963,,
3454,Intel Pentium M 1.50GHz,240,4937,,
3455,Intel Pentium M 1.60GHz,194,5006,,
3456,Intel Pentium M 1.70GHz,239,4938,,
3457,Intel Pentium M 1.73GHz,205,4988,,
3458,Intel Pentium M 1.80GHz,280,4876,,
3459,Intel Pentium M 1.86GHz,222,4967,,
3460,Intel Pentium M 1000MHz,156,5063,,
3461,Intel Pentium M 1200MHz,155,5064,,
3462,Intel Pentium M 1300MHz,197,4997,,
3463,Intel Pentium M 1400MHz,208,4982,,
